"fill","cx","cy","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#6B5150","133.661","735.702","133,661","735,702","131,506","516,913","14,00042585","55,00244733","14","55"
"#725959","133.661","745.101","133,661","745,101","131,506","526,312","14,00042585","56,00255373","14","56"
"#694F4F","133.661","754.499","133,661","754,499","131,506","535,71","14,00042585","57,00255373","14","57"
"#624B4B","133.661","763.897","133,661","763,897","131,506","545,108","14,00042585","58,00255373","14","58"
"#5D494A","133.661","773.296","133,661","773,296","131,506","554,507","14,00042585","59,00266014","14","59"
"#4D3A3B","133.661","782.694","133,661","782,694","131,506","563,905","14,00042585","60,00266014","14","60"
"#473838","133.661","792.093","133,661","792,093","131,506","573,304","14,00042585","61,00276655","14","61"
"#3A292A","133.661","801.491","133,661","801,491","131,506","582,702","14,00042585","62,00276655","14","62"
"#332425","133.661","810.89","133,661","810,89","131,506","592,101","14,00042585","63,00287295","14","63"
"#B496A2","143.054","228.187","143,054","228,187","140,899","9,398","15,00042585","1","15","1"
"#9F8993","143.054","237.585","143,054","237,585","140,899","18,796","15,00042585","2","15","2"
"#63515B","143.054","246.984","143,054","246,984","140,899","28,195","15,00042585","3,000106406","15","3"
"#64525C","143.054","256.382","143,054","256,382","140,899","37,593","15,00042585","4,000106406","15","4"
"#5A4950","143.054","265.781","143,054","265,781","140,899","46,992","15,00042585","5,000212811","15","5"
"#837078","143.054","275.179","143,054","275,179","140,899","56,39","15,00042585","6,000212811","15","6"
"#AD96A1","143.054","284.578","143,054","284,578","140,899","65,789","15,00042585","7,000319217","15","7"
"#A78D96","143.054","293.976","143,054","293,976","140,899","75,187","15,00042585","8,000319217","15","8"
"#A0858D","143.054","303.375","143,054","303,375","140,899","84,586","15,00042585","9,000425622","15","9"
"#90787E","143.054","312.773","143,054","312,773","140,899","93,984","15,00042585","10,00042562","15","10"
"#614C51","143.054","322.171","143,054","322,171","140,899","103,382","15,00042585","11,00042562","15","11"
"#564248","143.054","331.57","143,054","331,57","140,899","112,781","15,00042585","12,00053203","15","12"
"#423944","143.054","340.968","143,054","340,968","140,899","122,179","15,00042585","13,00053203","15","13"
"#504955","143.054","350.367","143,054","350,367","140,899","131,578","15,00042585","14,00063843","15","14"
"#77707E","143.054","359.765","143,054","359,765","140,899","140,976","15,00042585","15,00063843","15","15"
"#837E8B","143.054","369.164","143,054","369,164","140,899","150,375","15,00042585","16,00074484","15","16"
"#6D6272","143.054","378.562","143,054","378,562","140,899","159,773","15,00042585","17,00074484","15","17"
"#6A606E","143.054","387.96","143,054","387,96","140,899","169,171","15,00042585","18,00074484","15","18"
"#655969","143.054","397.359","143,054","397,359","140,899","178,57","15,00042585","19,00085124","15","19"
"#968295","143.054","406.757","143,054","406,757","140,899","187,968","15,00042585","20,00085124","15","20"
"#9C879A","143.054","416.156","143,054","416,156","140,899","197,367","15,00042585","21,00095765","15","21"
"#A890A4","143.054","425.554","143,054","425,554","140,899","206,765","15,00042585","22,00095765","15","22"
"#B194A9","143.054","434.952","143,054","434,952","140,899","216,163","15,00042585","23,00095765","15","23"
"#B996A9","143.054","444.351","143,054","444,351","140,899","225,562","15,00042585","24,00106406","15","24"
"#BA96AB","143.054","453.749","143,054","453,749","140,899","234,96","15,00042585","25,00106406","15","25"
"#BC99AD","143.054","463.147","143,054","463,147","140,899","244,358","15,00042585","26,00106406","15","26"
"#BC94A7","143.054","472.546","143,054","472,546","140,899","253,757","15,00042585","27,00117046","15","27"
"#B78CA0","143.054","481.944","143,054","481,944","140,899","263,155","15,00042585","28,00117046","15","28"
"#B28197","143.054","491.343","143,054","491,343","140,899","272,554","15,00042585","29,00127687","15","29"
"#B38399","143.054","500.741","143,054","500,741","140,899","281,952","15,00042585","30,00127687","15","30"
"#AE8095","143.054","510.14","143,054","510,14","140,899","291,351","15,00042585","31,00138327","15","31"
"#AE8094","143.054","519.538","143,054","519,538","140,899","300,749","15,00042585","32,00138327","15","32"
"#AD7F91","143.054","528.937","143,054","528,937","140,899","310,148","15,00042585","33,00148968","15","33"
"#A57885","143.054","538.335","143,054","538,335","140,899","319,546","15,00042585","34,00148968","15","34"
"#A47985","143.054","547.733","143,054","547,733","140,899","328,944","15,00042585","35,00148968","15","35"
"#A37880","143.054","557.132","143,054","557,132","140,899","338,343","15,00042585","36,00159608","15","36"
"#A2787F","143.054","566.53","143,054","566,53","140,899","347,741","15,00042585","37,00159608","15","37"
"#986D73","143.054","575.929","143,054","575,929","140,899","357,14","15,00042585","38,00170249","15","38"
"#966C71","143.054","585.327","143,054","585,327","140,899","366,538","15,00042585","39,00170249","15","39"
"#946C72","143.054","594.726","143,054","594,726","140,899","375,937","15,00042585","40,0018089","15","40"
"#916E72","143.054","604.124","143,054","604,124","140,899","385,335","15,00042585","41,0018089","15","41"
"#906D71","143.054","613.522","143,054","613,522","140,899","394,733","15,00042585","42,0018089","15","42"
"#8A6568","143.054","622.921","143,054","622,921","140,899","404,132","15,00042585","43,0019153","15","43"
"#896568","143.054","632.319","143,054","632,319","140,899","413,53","15,00042585","44,0019153","15","44"
"#8A6669","143.054","641.718","143,054","641,718","140,899","422,929","15,00042585","45,00202171","15","45"
"#8C686B","143.054","651.116","143,054","651,116","140,899","432,327","15,00042585","46,00202171","15","46"
"#876567","143.054","660.515","143,054","660,515","140,899","441,726","15,00042585","47,00212811","15","47"
"#836668","143.054","669.913","143,054","669,913","140,899","451,124","15,00042585","48,00212811","15","48"
"#8C7273","143.054","679.312","143,054","679,312","140,899","460,523","15,00042585","49,00223452","15","49"
"#826667","143.054","688.71","143,054","688,71","140,899","469,921","15,00042585","50,00223452","15","50"
"#866B6C","143.054","698.108","143,054","698,108","140,899","479,319","15,00042585","51,00223452","15","51"
"#856869","143.054","707.507","143,054","707,507","140,899","488,718","15,00042585","52,00234092","15","52"
"#87696A","143.054","716.905","143,054","716,905","140,899","498,116","15,00042585","53,00234092","15","53"
"#8A6D6E","143.054","726.304","143,054","726,304","140,899","507,515","15,00042585","54,00244733","15","54"
"#856869","143.054","735.702","143,054","735,702","140,899","516,913","15,00042585","55,00244733","15","55"
"#7B6262","143.054","745.101","143,054","745,101","140,899","526,312","15,00042585","56,00255373","15","56"
"#725B59","143.054","754.499","143,054","754,499","140,899","535,71","15,00042585","57,00255373","15","57"
"#6B5958","143.054","763.897","143,054","763,897","140,899","545,108","15,00042585","58,00255373","15","58"
"#6C5B5A","143.054","773.296","143,054","773,296","140,899","554,507","15,00042585","59,00266014","15","59"
"#6E5D5E","143.054","782.694","143,054","782,694","140,899","563,905","15,00042585","60,00266014","15","60"
"#614F50","143.054","792.093","143,054","792,093","140,899","573,304","15,00042585","61,00276655","15","61"
"#564244","143.054","801.491","143,054","801,491","140,899","582,702","15,00042585","62,00276655","15","62"
"#4E3B3D","143.054","810.89","143,054","810,89","140,899","592,101","15,00042585","63,00287295","15","63"
"#B99BA9","152.447","228.187","152,447","228,187","150,292","9,398","16,00042585","1","16","1"
"#937F8A","152.447","237.585","152,447","237,585","150,292","18,796","16,00042585","2","16","2"
"#8A7C84","152.447","246.984","152,447","246,984","150,292","28,195","16,00042585","3,000106406","16","3"
"#42373F","152.447","256.382","152,447","256,382","150,292","37,593","16,00042585","4,000106406","16","4"
"#574C53","152.447","265.781","152,447","265,781","150,292","46,992","16,00042585","5,000212811","16","5"
"#90828A","152.447","275.179","152,447","275,179","150,292","56,39","16,00042585","6,000212811","16","6"
"#A68C98","152.447","284.578","152,447","284,578","150,292","65,789","16,00042585","7,000319217","16","7"
"#A38892","152.447","293.976","152,447","293,976","150,292","75,187","16,00042585","8,000319217","16","8"
"#987B85","152.447","303.375","152,447","303,375","150,292","84,586","16,00042585","9,000425622","16","9"
"#7D616A","152.447","312.773","152,447","312,773","150,292","93,984","16,00042585","10,00042562","16","10"
"#5B454B","152.447","322.171","152,447","322,171","150,292","103,382","16,00042585","11,00042562","16","11"
"#41353E","152.447","331.57","152,447","331,57","150,292","112,781","16,00042585","12,00053203","16","12"
"#353341","152.447","340.968","152,447","340,968","150,292","122,179","16,00042585","13,00053203","16","13"
"#5D5F6E","152.447","350.367","152,447","350,367","150,292","131,578","16,00042585","14,00063843","16","14"
"#7D7D8B","152.447","359.765","152,447","359,765","150,292","140,976","16,00042585","15,00063843","16","15"
"#7F808E","152.447","369.164","152,447","369,164","150,292","150,375","16,00042585","16,00074484","16","16"
"#807F8C","152.447","378.562","152,447","378,562","150,292","159,773","16,00042585","17,00074484","16","17"
"#6B6372","152.447","387.96","152,447","387,96","150,292","169,171","16,00042585","18,00074484","16","18"
"#716475","152.447","397.359","152,447","397,359","150,292","178,57","16,00042585","19,00085124","16","19"
"#897385","152.447","406.757","152,447","406,757","150,292","187,968","16,00042585","20,00085124","16","20"
"#968091","152.447","416.156","152,447","416,156","150,292","197,367","16,00042585","21,00095765","16","21"
"#9B8193","152.447","425.554","152,447","425,554","150,292","206,765","16,00042585","22,00095765","16","22"
"#A98C9F","152.447","434.952","152,447","434,952","150,292","216,163","16,00042585","23,00095765","16","23"
"#AF90A3","152.447","444.351","152,447","444,351","150,292","225,562","16,00042585","24,00106406","16","24"
"#B892A7","152.447","453.749","152,447","453,749","150,292","234,96","16,00042585","25,00106406","16","25"
"#BB98AC","152.447","463.147","152,447","463,147","150,292","244,358","16,00042585","26,00106406","16","26"
"#B68CA1","152.447","472.546","152,447","472,546","150,292","253,757","16,00042585","27,00117046","16","27"
"#B98BA3","152.447","481.944","152,447","481,944","150,292","263,155","16,00042585","28,00117046","16","28"
"#B4849F","152.447","491.343","152,447","491,343","150,292","272,554","16,00042585","29,00127687","16","29"
"#B4839E","152.447","500.741","152,447","500,741","150,292","281,952","16,00042585","30,00127687","16","30"
"#B288A1","152.447","510.14","152,447","510,14","150,292","291,351","16,00042585","31,00138327","16","31"
"#AA7F95","152.447","519.538","152,447","519,538","150,292","300,749","16,00042585","32,00138327","16","32"
"#A97F90","152.447","528.937","152,447","528,937","150,292","310,148","16,00042585","33,00148968","16","33"
"#A57988","152.447","538.335","152,447","538,335","150,292","319,546","16,00042585","34,00148968","16","34"
"#A47683","152.447","547.733","152,447","547,733","150,292","328,944","16,00042585","35,00148968","16","35"
"#A0747D","152.447","557.132","152,447","557,132","150,292","338,343","16,00042585","36,00159608","16","36"
"#9B6D74","152.447","566.53","152,447","566,53","150,292","347,741","16,00042585","37,00159608","16","37"
"#966B6E","152.447","575.929","152,447","575,929","150,292","357,14","16,00042585","38,00170249","16","38"
"#92676C","152.447","585.327","152,447","585,327","150,292","366,538","16,00042585","39,00170249","16","39"
"#92676B","152.447","594.726","152,447","594,726","150,292","375,937","16,00042585","40,0018089","16","40"
"#906E71","152.447","604.124","152,447","604,124","150,292","385,335","16,00042585","41,0018089","16","41"
"#856364","152.447","613.522","152,447","613,522","150,292","394,733","16,00042585","42,0018089","16","42"
"#825F61","152.447","622.921","152,447","622,921","150,292","404,132","16,00042585","43,0019153","16","43"
"#825F61","152.447","632.319","152,447","632,319","150,292","413,53","16,00042585","44,0019153","16","44"
"#825E61","152.447","641.718","152,447","641,718","150,292","422,929","16,00042585","45,00202171","16","45"
"#815E60","152.447","651.116","152,447","651,116","150,292","432,327","16,00042585","46,00202171","16","46"
"#7C575A","152.447","660.515","152,447","660,515","150,292","441,726","16,00042585","47,00212811","16","47"
"#806263","152.447","669.913","152,447","669,913","150,292","451,124","16,00042585","48,00212811","16","48"
"#806465","152.447","679.312","152,447","679,312","150,292","460,523","16,00042585","49,00223452","16","49"
"#78605D","152.447","688.71","152,447","688,71","150,292","469,921","16,00042585","50,00223452","16","50"
"#806A68","152.447","698.108","152,447","698,108","150,292","479,319","16,00042585","51,00223452","16","51"
"#7C6160","152.447","707.507","152,447","707,507","150,292","488,718","16,00042585","52,00234092","16","52"
"#856466","152.447","716.905","152,447","716,905","150,292","498,116","16,00042585","53,00234092","16","53"
"#876667","152.447","726.304","152,447","726,304","150,292","507,515","16,00042585","54,00244733","16","54"
"#846365","152.447","735.702","152,447","735,702","150,292","516,913","16,00042585","55,00244733","16","55"
"#866A6C","152.447","745.101","152,447","745,101","150,292","526,312","16,00042585","56,00255373","16","56"
"#796363","152.447","754.499","152,447","754,499","150,292","535,71","16,00042585","57,00255373","16","57"
